subset_idx,scene_token,frame_idx,scene_frame_label,sample_token
342,0241,62,scene-0241-frame-0062,d493225244214945be86d7e2c167ce85
343,0241,72,scene-0241-frame-0072,882d1a5944204d2f98238e97224586f9
344,0241,84,scene-0241-frame-0084,92f980436aeb403692b434d3643eafed
345,0241,94,scene-0241-frame-0094,fd81e5a54bfe42e3a43c1b333567c072
346,0241,104,scene-0241-frame-0104,8812e35b4e9f48428faddb8c88c97d38
347,0241,114,scene-0241-frame-0114,7e309fcf790c4c95810082a465130ab2
348,0241,124,scene-0241-frame-0124,9f8074e69a2743ac94363faaab59677c
349,0241,136,scene-0241-frame-0136,4ab613428fd8449eb9659cd0357fef12
350,0241,146,scene-0241-frame-0146,575eac8bfb7d42a0a240eb4a9f65e424
351,0241,156,scene-0241-frame-0156,ed1bbbb878c44e6393afeeb63877e103
352,0242,0,scene-0242-frame-0000,c1dadd08680c4c03a89c6c40b90c522f
353,0242,10,scene-0242-frame-0010,27d89e7abef146f5891b4a0b5e51c192
354,0242,20,scene-0242-frame-0020,a895296e05a84bea8ab1870a3fdb4fef
355,0242,32,scene-0242-frame-0032,6743f291fefe4de98603b6cfe7558ecc
356,0242,42,scene-0242-frame-0042,43b1706903b740b19e8aae875f446352
357,0242,52,scene-0242-frame-0052,262a396fca33441a97e43bf5254f640e
358,0242,62,scene-0242-frame-0062,2a5258cb791b4ad08d5fb463162fad7d
359,0242,72,scene-0242-frame-0072,ea35ca7f381a41568a1a12e7253186d8
360,0242,84,scene-0242-frame-0084,c88c977fc29547908206ee15ea3920d5
361,0242,94,scene-0242-frame-0094,c7df6b8486ff433bac54315b5e59610c
362,0242,104,scene-0242-frame-0104,8c5ef938d7fa4c51b2a8d1a9928ee86a
363,0242,114,scene-0242-frame-0114,879773a9b03c459bae8aebae1db2d87c
364,0242,124,scene-0242-frame-0124,314cb72ffab14a478dfdce0fb6049928
365,0242,136,scene-0242-frame-0136,a1c59634b2b243e08b8e9085e8a9cba2
366,0242,146,scene-0242-frame-0146,ba932c66733449afb80b166b44966015
367,0242,156,scene-0242-frame-0156,55fa9f7d2f424a39adf5a9960e5fcd94
368,0243,0,scene-0243-frame-0000,c0c214f8852d4f918da7f520571c7345
369,0243,10,scene-0243-frame-0010,d8e238064c6142a3af94862a338473b5
370,0243,20,scene-0243-frame-0020,d8fd564e0af040baae9399b631349276
371,0243,32,scene-0243-frame-0032,af69a213d92f426682b6b028ca7ef153
372,0243,42,scene-0243-frame-0042,7853d970fe96403681fa46c2f0b1a72f
373,0243,52,scene-0243-frame-0052,0a6d520a2ee740f5880c1d3f156b33a4
374,0243,62,scene-0243-frame-0062,f1727f19be36465b95ce2d04180f41a8
375,0243,72,scene-0243-frame-0072,44f7795aa79841098d2486c8a6fb2b6d
376,0243,84,scene-0243-frame-0084,72efdb240c8047c3b18fd38966e5f875
377,0243,94,scene-0243-frame-0094,92bc798c14a745768749ee6c106991d0
378,0243,104,scene-0243-frame-0104,1d9e3fea75094b44a6e4d42e65539a08
379,0243,114,scene-0243-frame-0114,68d923e3f04346869a094a3e48d3bb09
380,0243,124,scene-0243-frame-0124,18f383e633d24899b7c4f2c355233806
381,0243,136,scene-0243-frame-0136,9aba31e03ad143c48a6229249ad6b99d
382,0243,146,scene-0243-frame-0146,be2388cb100b4949a53e495cd476bd12
383,0243,156,scene-0243-frame-0156,8fd4821b10cd447bb66a3cdd0e9bb76b
384,0244,0,scene-0244-frame-0000,a67d89128fe04f519ab6c149b92ca0cc
385,0244,10,scene-0244-frame-0010,c857ae60dadb473480eef3c880a76768
386,0244,20,scene-0244-frame-0020,a7b04f30f49646f9b8a2a648575b1525
387,0244,32,scene-0244-frame-0032,b47afa57eb064241a98a17fabde08128
388,0244,42,scene-0244-frame-0042,464a24faa41f468c951ed093180aff18
389,0244,52,scene-0244-frame-0052,d9f804a47d35420fae50eb71acdde605
390,0244,62,scene-0244-frame-0062,cf635497d2654acdbdff34cb5b9db5e6
391,0244,72,scene-0244-frame-0072,ea0ba69da51944cfa03afecba7f80046
392,0244,84,scene-0244-frame-0084,29160f774026410abdda102389b95e36
393,0244,94,scene-0244-frame-0094,b92e114da0234728ba834e932c40ee4e
394,0244,104,scene-0244-frame-0104,7facfd54790644e2b6fda85f8568dee2
395,0244,114,scene-0244-frame-0114,783bc0a2ade24a7e823fc624bc05420d
396,0244,124,scene-0244-frame-0124,20936bd438cd4a15922688f8c18c989f
397,0244,136,scene-0244-frame-0136,98c9d12cf97643c6b75e7a8d8c04cab3
398,0244,146,scene-0244-frame-0146,b69d183ec74b45d99ca0590a9a80aec5
399,0244,156,scene-0244-frame-0156,52f71c8043bb4c68b071b7924c043f53
400,0245,0,scene-0245-frame-0000,b6fa489ce4f4452c9903a027b6c53ebc
401,0245,10,scene-0245-frame-0010,2b9926c14f5041ab99d30a9f38966d25
402,0245,20,scene-0245-frame-0020,ddf235ec3e0c4edca7c4c699aea69b1e
403,0245,32,scene-0245-frame-0032,228145dea3314f6d828d1f22334661f7
404,0245,42,scene-0245-frame-0042,4f7c4aed5b924aebb2df4cb758b22c14
405,0245,52,scene-0245-frame-0052,f3e04ed2155849df8564c6ac567b9a19
406,0245,62,scene-0245-frame-0062,778977e3c051457fab342a8ae81a6530
407,0245,72,scene-0245-frame-0072,6180fa050d21411ca07a5b96ff7c9006
408,0245,84,scene-0245-frame-0084,e5ad0a7c9c6047a59b01ecf6a9d34d80
409,0245,94,scene-0245-frame-0094,1d9c400907bc4b238a626dd79f1afce6
410,0245,104,scene-0245-frame-0104,36f5cc05256a4c09be87f0d3ce941f17
411,0245,114,scene-0245-frame-0114,0e21b332f871441f9e116a3fa241fb20
412,0245,124,scene-0245-frame-0124,1717838261e7420e8e9f53b325e459b5
413,0245,136,scene-0245-frame-0136,c46eddc94d5b4521978c6af3f709f04a
414,0245,146,scene-0245-frame-0146,a8bc847e41eb4ac49a11bf3b2633ce79
415,0245,156,scene-0245-frame-0156,099a07b70e924b27899da886f2d1c365
416,0246,0,scene-0246-frame-0000,d63406eb1bde4d0e80fef5df442aa925
417,0246,10,scene-0246-frame-0010,ada95d801da2484daf756ce05967663b
418,0246,20,scene-0246-frame-0020,b789cccc563042c1a13020b02a6b6179
419,0246,32,scene-0246-frame-0032,81c4c3d399814ad0964af7fd21121f4d
420,0246,42,scene-0246-frame-0042,4809cbe8b1a54d93858f1b77a67e0186
421,0246,52,scene-0246-frame-0052,1439e72b5c3142b18dad8da98c96609a
422,0246,62,scene-0246-frame-0062,709ef2e52d81433a8b908cc46febdace
423,0246,72,scene-0246-frame-0072,756af32d1c8441358e11b32354d1025a
424,0246,84,scene-0246-frame-0084,683646eca6f3417fa910873976e73a40
425,0246,94,scene-0246-frame-0094,db4257294a33401e99f39098b125da05
426,0246,104,scene-0246-frame-0104,868a75a39dad474fa0ce78df44112eb8
427,0246,114,scene-0246-frame-0114,00b45060a37940ec8c2700604109aad7
428,0246,124,scene-0246-frame-0124,386793cdd6f84ff8be259b03bb25e99e
429,0246,136,scene-0246-frame-0136,7cdd80046bbf409dab95b317061f9139
430,0246,146,scene-0246-frame-0146,08ddb0a0553c4812ae949769479fc465
431,0246,156,scene-0246-frame-0156,87eae1a3b1e549c1ba31e64044ffce4f
432,0247,0,scene-0247-frame-0000,b0b4fa27d52441e7867e8200bbceb063
433,0247,10,scene-0247-frame-0010,d48deeaa57bf49f1a6c4bdf2cb3729fb
434,0247,20,scene-0247-frame-0020,ef8c270c64e04382a71658bd6b732482
435,0247,32,scene-0247-frame-0032,4e0896db05a14eba9966574ed01f99f8
436,0247,42,scene-0247-frame-0042,9ec60b3a438f44c4af84217ae0aa8273
437,0247,52,scene-0247-frame-0052,ae64751d6ea34203a00f1d011d89640e
438,0247,62,scene-0247-frame-0062,f650fdf8ccbc45c188219f801d687073
439,0247,72,scene-0247-frame-0072,b2946127e1b94b85bb4a612db58046c9
440,0247,84,scene-0247-frame-0084,c3376f2ecf3d418ca0d0ffcb4163e3d5
441,0247,94,scene-0247-frame-0094,6b8cb0705e57409aa9e21b43094340ef
442,0247,104,scene-0247-frame-0104,61fd727524494122803472099f5b7e39
443,0247,114,scene-0247-frame-0114,0c7cfb0fa7c747c7854953c7ffce4281
444,0247,124,scene-0247-frame-0124,d7545c15496a40f88ce24f636792e627
445,0247,136,scene-0247-frame-0136,c6e150cff1f946089b0a3706674c75b7
446,0247,146,scene-0247-frame-0146,948a2341569a45d7bc3d2df261aa8620
447,0247,156,scene-0247-frame-0156,649478def2c449288a21a802b461835b
448,0249,0,scene-0249-frame-0000,923e96bf7ddf43febe28a4ee71702c36
449,0249,10,scene-0249-frame-0010,7f816a93a158471aad45c85fdc44b905
450,0249,20,scene-0249-frame-0020,f8a33694b63a4d9db7066c7bb3fd29b3
451,0249,32,scene-0249-frame-0032,94dc0c269058465a8f70dab66d606ebe
452,0249,42,scene-0249-frame-0042,06967d142d584be4bc2a9ef1f9e82b4b
453,0249,52,scene-0249-frame-0052,5ae744b147904916a7e482ee18abb359
454,0249,62,scene-0249-frame-0062,1eef675d160f443599fd6886aea96229
455,0249,72,scene-0249-frame-0072,ad2d7b711d7542fbb346d0a8f1da4b2b
456,0249,84,scene-0249-frame-0084,62a4e424b42d4985b856051ec17808a3
457,0249,94,scene-0249-frame-0094,35f891b51ab64b8b9e273b11dd94aa72
458,0249,104,scene-0249-frame-0104,ee255088831f41a9a8ad4c3f1288b925
459,0249,114,scene-0249-frame-0114,74b48c7896f04654bdb336bce78dd6b9
460,0249,124,scene-0249-frame-0124,7d015dc511414509b9d40d91af6db54e
461,0249,136,scene-0249-frame-0136,3fd2bfd920114a7c93040819f6e3ee2e
462,0249,146,scene-0249-frame-0146,51880f29f1634bee9462be81c1ab8f59
463,0249,156,scene-0249-frame-0156,ffaed1cbd317435583fd9b7dcac1e665
464,0250,0,scene-0250-frame-0000,c1e462309d3f4c3490ab51d1327bbeaa
465,0250,10,scene-0250-frame-0010,f9d702a1b4514904b67a76b5b20778b8
466,0250,20,scene-0250-frame-0020,e1ff05a552604212b529487a92c9d382
467,0250,32,scene-0250-frame-0032,6606a52dc39444cfb2f60d4a892347ca
468,0250,42,scene-0250-frame-0042,ce728b2566cf4e9ab691e7134223ba35
469,0250,52,scene-0250-frame-0052,099e4f677230457fa6f34eae1fa1acfb
470,0250,62,scene-0250-frame-0062,f875c8cd8038485ba07d93d7794c885d
471,0250,72,scene-0250-frame-0072,0cee4cd05e0f4d84a0dfcc687b6a7e96
472,0250,84,scene-0250-frame-0084,401f1f397af84f6990b5264ba0ba35ea
473,0250,94,scene-0250-frame-0094,ab078a153a694904904a3582e01188c0
474,0250,104,scene-0250-frame-0104,5e35dd2f8ea94ae7b04b7ff544613a1c
475,0250,114,scene-0250-frame-0114,9de2e2efc2b94bbaa63a703d104dc54a
476,0250,124,scene-0250-frame-0124,d82eaae69942453aa58cc3e3f8a09e04
477,0250,136,scene-0250-frame-0136,b710d5fb8e5942c998caf71cb337725c
478,0250,146,scene-0250-frame-0146,df0a7d6c62204675977b3e5a1119225d
479,0250,156,scene-0250-frame-0156,b37af19a45624353956b26da3f3325fe
480,0251,0,scene-0251-frame-0000,c5b6586c040f498fa3cbd1497391a2bb
481,0251,10,scene-0251-frame-0010,4ad7f98c912c4b6a8345a4e43fcd771a
482,0251,20,scene-0251-frame-0020,a91f93b3c3be4e708e52531681f812e1
483,0251,32,scene-0251-frame-0032,46dd7a59a33a4faea2e21b48be227ea5
484,0251,42,scene-0251-frame-0042,93bca817056e420c9271fe8691bcb9d2
485,0251,52,scene-0251-frame-0052,2ea9501796a44145abe1d1b6faf41c71
486,0251,62,scene-0251-frame-0062,f7c9915340244f30b1a428a734d6bef8
487,0251,72,scene-0251-frame-0072,a8dfce56ed974e3c89cb0588f170d441
488,0251,84,scene-0251-frame-0084,1f77893e31ee402b96050f99c74d8796
489,0251,94,scene-0251-frame-0094,12d37be0889b4db2bd93cd45d25252b2
490,0251,104,scene-0251-frame-0104,b88a486c16ac4af2923bdff1d01272b0
491,0251,114,scene-0251-frame-0114,33d640dec81b4d46aa489a3a68a04f23
492,0251,124,scene-0251-frame-0124,0f8e3ddb80bc46a4b0f34a730381f2c6
493,0251,136,scene-0251-frame-0136,d3dbf6dc51f148c4a79f1d0bcdf15350
494,0251,146,scene-0251-frame-0146,df727d78135043a18acfca55f87b4203
495,0251,156,scene-0251-frame-0156,b60de4ddbf6e4babab9516e28568eb0e
496,0252,0,scene-0252-frame-0000,031d5f70a717495eae813010d627ebda
497,0252,10,scene-0252-frame-0010,bc166aac2b404381a3a3fb35a06b5d18
498,0252,20,scene-0252-frame-0020,fb2e9c93a6ae49b48b0718feddde80c7
499,0252,32,scene-0252-frame-0032,dfc5974cd67f4f218090d79374c7ebdf
500,0252,42,scene-0252-frame-0042,18c7f4b38af8438fa6cbee80229d2dd3
501,0252,52,scene-0252-frame-0052,242d99f2d66644ecb93461c6d06d0aaa
502,0252,62,scene-0252-frame-0062,4426006c1ccc47cab92e27210c4ff678
503,0252,72,scene-0252-frame-0072,25bcee029f884a8b9203437ff600373f
504,0252,84,scene-0252-frame-0084,20003457a3a34cc7ad14689a4c5f369e
505,0252,94,scene-0252-frame-0094,6b1d1b98981045fea1c961e743660628
506,0252,104,scene-0252-frame-0104,dcc5d55474364a0c97187c62a722722b
507,0252,114,scene-0252-frame-0114,9b0ebe1aa48649a9933f50dd1c88290c
508,0252,124,scene-0252-frame-0124,15b22ab950fa440da394982404535d47
509,0252,136,scene-0252-frame-0136,d70109f2c4fe4a369094b6070cd51862
510,0252,146,scene-0252-frame-0146,39e1c787911c4ed9b403144cd677774b
511,0252,156,scene-0252-frame-0156,615be0ff8576456584a343c275fa5764
512,0253,0,scene-0253-frame-0000,a395c1280f2740bb9a28080ff66608f1
513,0253,10,scene-0253-frame-0010,aeaa2e3bd2c94fa0936f5c4d80624981
514,0253,20,scene-0253-frame-0020,96c723ee321d4cb9b920e9b5f1b40a26
515,0253,32,scene-0253-frame-0032,ee883a8b1c664e548412c19d91da7bc2
516,0253,42,scene-0253-frame-0042,50bc4511823b4dcdb16eb7cc4a2e4e47
517,0253,52,scene-0253-frame-0052,ff2726c158074bb5a511da52fcae6bb6
518,0253,62,scene-0253-frame-0062,f529130a4f324c91acff51f18d3fcb88
519,0253,72,scene-0253-frame-0072,1c0aea4651d045e68c79974c6de63649
520,0253,84,scene-0253-frame-0084,98d7503067ca49d09b67e782ee985be9
521,0253,94,scene-0253-frame-0094,2e80acbe9bec40c4ab4ba1d393cd86d7
522,0253,104,scene-0253-frame-0104,46d756a1e7ca4b498d3c424b74cfb600
523,0253,114,scene-0253-frame-0114,526b8aeddee84ea29764a9985801c45b
524,0253,124,scene-0253-frame-0124,32b3acb23c804a299e4fdee64226290b
525,0253,136,scene-0253-frame-0136,6c54e6add6d44fd6849444606571db0f
526,0253,146,scene-0253-frame-0146,de5a75bb809e4950b86941b54f672853
527,0253,156,scene-0253-frame-0156,43f27a66d36e4b23a9b2c80fb3cd293b
528,0254,0,scene-0254-frame-0000,0d4285014ffb41ccb78fb61065b4ddb1
529,0254,10,scene-0254-frame-0010,505b2a9732c44525a8d81cf0a25a929f
530,0254,20,scene-0254-frame-0020,0e6065358cc14be98ccf9fda392755b6
531,0254,32,scene-0254-frame-0032,e50a2262db8e4893bef0426742822097
532,0254,42,scene-0254-frame-0042,f0305ca600c84d1297b401484e1b8569
533,0254,52,scene-0254-frame-0052,1b1a497f7f74400e9ad19ea40bfbfcdf
534,0254,62,scene-0254-frame-0062,4c555f934bd4442fa696eedeafb25b53
535,0254,72,scene-0254-frame-0072,0f140bb0ab764fc597b25fb5b4b5ddbc
536,0254,84,scene-0254-frame-0084,c8b1c25699654b16a9f275b8497f2eb1
537,0254,94,scene-0254-frame-0094,ca73afb0bcad4f44847c78e3dc6d2aed
538,0254,104,scene-0254-frame-0104,9699b381cec74c7a9de6fe60e067668b
539,0254,114,scene-0254-frame-0114,fd24508f4382477d8b0af7976273884d
540,0254,124,scene-0254-frame-0124,67ff797c09fc4362b42476a6f59a1ad6
541,0254,136,scene-0254-frame-0136,a048766dc13b40c68159146a17a96ef1
542,0254,146,scene-0254-frame-0146,31ced7b4db93461997826bffb49468f9
543,0254,156,scene-0254-frame-0156,b7c3847d0e1f4c8e98fb6207fae83616
544,0255,0,scene-0255-frame-0000,294619ffc7d94618a8030aaf8c8e8bfb
545,0255,10,scene-0255-frame-0010,3775a5b7d32f4e11a2645602da133dcb
546,0255,20,scene-0255-frame-0020,1b2f46dbae924398920d9bfa4648fa39
547,0255,32,scene-0255-frame-0032,6ca095fbe1594dd0a81cf9559bc09e47
548,0255,42,scene-0255-frame-0042,9e88d03b340b4ff18e2c90403de490f8
549,0255,52,scene-0255-frame-0052,86901ffb81bd478898676820166ba904
550,0255,62,scene-0255-frame-0062,259219be363b40938e41bdd9ff252dbf
551,0255,72,scene-0255-frame-0072,8d5e5a2c88e4406887c59f84d50ca16a
552,0255,84,scene-0255-frame-0084,b6f3463f9500467396541f40df03d177
553,0255,94,scene-0255-frame-0094,0631a2b94e4447e28e5d30fc802dced3
554,0255,104,scene-0255-frame-0104,e7afa90ffa074893a0d956feb2745b15
555,0255,114,scene-0255-frame-0114,cc4a594c9bb04fe2a7bfc919a35721e5
556,0255,124,scene-0255-frame-0124,4ae8de8592e746da98a90de7ce095258
557,0255,136,scene-0255-frame-0136,f1e0fdf9da264187aa5dad527c66854f
558,0255,146,scene-0255-frame-0146,50ab9ff307c54492a6f6df76574ed7da
559,0255,156,scene-0255-frame-0156,b18d3e061c2240b987b3d47845538b59
560,0256,0,scene-0256-frame-0000,2c8dc81fbfc047c9891c142a3ce9910c
561,0256,10,scene-0256-frame-0010,8dc397b4aaeb4a29aa9dcb89e7dc5d40
562,0256,20,scene-0256-frame-0020,17d76bea7c4d46bdab358bf0b5540e8c
563,0256,32,scene-0256-frame-0032,d1dac0fd65d34632a9f97a2fbbf63b81
564,0256,42,scene-0256-frame-0042,473109784479461f91e512d257260f20
565,0256,52,scene-0256-frame-0052,23a6552eb7fa4c77bc26d54575216b75
566,0256,62,scene-0256-frame-0062,824137f29257428f9ecd81197b8213c4
567,0256,72,scene-0256-frame-0072,1cf97ae84d8248d8a56ded75fdc3d435
568,0256,84,scene-0256-frame-0084,33f75d1c0d714305a7aa0fb93e3baf84
569,0256,94,scene-0256-frame-0094,e8cabd4b31f447a49697e64ae6c56833
570,0256,104,scene-0256-frame-0104,3acf2ede667b448b848aaf751588cdc9
571,0256,114,scene-0256-frame-0114,a27757b606cc4ba3ad938398892602ea
572,0256,124,scene-0256-frame-0124,be9a9bd75c32492c8a801322eb344d03
573,0256,136,scene-0256-frame-0136,5b56ec78fd1b40df825bd36aff35db96
574,0256,146,scene-0256-frame-0146,966152492b5246c98f6e16b044d648cd
575,0256,156,scene-0256-frame-0156,d987aaf7440b41959a871ce4bf40eed2
576,0257,0,scene-0257-frame-0000,b3ef29217c9c482295f048d4dd470a6f
577,0257,10,scene-0257-frame-0010,d06b2fb709ad4440b23a9b20b7132c65
578,0257,20,scene-0257-frame-0020,770d36f80f694bf4ae2b83cb2220c94d
579,0257,32,scene-0257-frame-0032,e26afa5669554a859b5d79ed4d08a526
580,0257,42,scene-0257-frame-0042,7340f8d6bd7a48ba93aea0097efd36ed
581,0257,52,scene-0257-frame-0052,8bd5755fd4c240639e04aea9a675df08
582,0257,62,scene-0257-frame-0062,01a9f6b162904127a2b2b78f4a859de5
583,0257,72,scene-0257-frame-0072,afb8f97a2d6248ac8e0e7f9084c9c563
584,0257,84,scene-0257-frame-0084,3e70929ee6ff48f38731924c04b56e0a
585,0257,94,scene-0257-frame-0094,81dbd40065e84e52b1e872904d2abce7
586,0257,104,scene-0257-frame-0104,522b8316dd4b458f85d2c10ff8ac400e
587,0257,114,scene-0257-frame-0114,91b960d493d94239afb520e1f2f43a50
588,0257,124,scene-0257-frame-0124,d138f1cbdb5a4582a7fe41a671a6597a
589,0257,136,scene-0257-frame-0136,1613bdd42cbe404c9bb7bcbbfd422552
590,0257,146,scene-0257-frame-0146,d2f166699f1d455a90cd9520825709eb
591,0257,156,scene-0257-frame-0156,8bdf843104a0450eace2830a682c0c0c
592,0258,0,scene-0258-frame-0000,67c466b164534f169f812e05ca1a750b
593,0258,10,scene-0258-frame-0010,45ca6c27aa9340559534fcf25300b5c5
594,0258,20,scene-0258-frame-0020,a61669aeb15f41e9be48947fd69ff036
595,0258,32,scene-0258-frame-0032,08972ddc5cd54c23813bb262f10b9d1a
596,0258,42,scene-0258-frame-0042,8c2961a5d2784e1eb3f5759b4c692f4d
597,0258,52,scene-0258-frame-0052,aa4f4c44d3fa4eb8b99d078f453d344f
598,0258,62,scene-0258-frame-0062,93846394455a497faebbedbef1ab2f90
599,0258,72,scene-0258-frame-0072,915c45564b96424bb7f984c4896c4029
600,0258,84,scene-0258-frame-0084,4f8c162fa802479987c9dd50f52ceab5
601,0258,94,scene-0258-frame-0094,d722d9df359f4103bc448b204c548737
602,0258,104,scene-0258-frame-0104,415b8fd347304d2fbe65313ad72afbf4
603,0258,114,scene-0258-frame-0114,f0030444a9bd4cd98a8299168e004d07
604,0258,124,scene-0258-frame-0124,d03bf9564f034b379ce7e4c06365e9ff
605,0258,136,scene-0258-frame-0136,0bdfd7df4cd641868b08372b35286416
606,0258,146,scene-0258-frame-0146,be60a37035b34eb788f0b5a34a3ec4fd
607,0258,156,scene-0258-frame-0156,5c9e217fded543b9844c8d66df1c7c2a
608,0259,0,scene-0259-frame-0000,b0196fb0ca124166b792d65a4d2a77c5
609,0259,10,scene-0259-frame-0010,d94e45b7e2ac43b8b61593e163ff2d85
610,0259,20,scene-0259-frame-0020,39af5c0765464d44861670f06f4acb8f
611,0259,32,scene-0259-frame-0032,45f1a93d3c7340818a023c7f22b27b4e
612,0259,42,scene-0259-frame-0042,c87083e7ddc94d93a9e9e35be9000bff
613,0259,52,scene-0259-frame-0052,e0993f86b29d46f2b8db41ee3fd87fd9
614,0259,62,scene-0259-frame-0062,96a0a63addd846aa92f111e78ad3efad
615,0259,72,scene-0259-frame-0072,df08c8d96a674d8da7e33babfc9adf11
616,0259,84,scene-0259-frame-0084,b681953255d8466bb694b53cbdf2028a
617,0259,94,scene-0259-frame-0094,82dcf1289e544063958bd9d0da448697
618,0259,104,scene-0259-frame-0104,4ee1daa47e5246a3b602c2b6846ebd04
619,0259,114,scene-0259-frame-0114,8e4763e76daf4788bf0cfad9bf55bf8b
620,0259,124,scene-0259-frame-0124,6fc9e9473f9d4284a220a52bcf4b2bf9
621,0259,136,scene-0259-frame-0136,197d4d912f71465d966d6dd99c2daf7d
622,0259,146,scene-0259-frame-0146,68a8f65d26e44163a586df441cb8353a
623,0259,156,scene-0259-frame-0156,56599d3f8dcd45b08319663130093149
624,0261,0,scene-0261-frame-0000,e2f4081803674ceb97c6d0c9bf460039
625,0261,10,scene-0261-frame-0010,133385722e07425db17ed25096ff17e1
626,0261,20,scene-0261-frame-0020,ac3cb21fbce2408dbe072bd419ca7678
627,0261,32,scene-0261-frame-0032,b3e829aefb4e4f93a0c36a1a45d4ec21
628,0261,42,scene-0261-frame-0042,2c984e4ded9a43a5a2f5693597f1c5a8
629,0261,52,scene-0261-frame-0052,d2fde445777a42c0ac6aae4d156784d9
630,0261,62,scene-0261-frame-0062,49a20baa2a4340508ed751dfa4785755
631,0261,72,scene-0261-frame-0072,476e0d9e74134016ba4689e56de1753e
632,0261,84,scene-0261-frame-0084,5b2ce0fd59bd44b793fab0abff494864
633,0261,94,scene-0261-frame-0094,36b3144606b5496d9be60082e9d4c209
634,0261,104,scene-0261-frame-0104,fbeb13f4f2c9427e9902c3fbd25b55b0
635,0261,114,scene-0261-frame-0114,5bcf01514a5c400885aabf068263c66f
636,0261,124,scene-0261-frame-0124,427b91671c794addb789378fa8402591
637,0261,136,scene-0261-frame-0136,5cabbe9cfa804412854e0ba888004028
638,0261,146,scene-0261-frame-0146,ad104dd168e94f38bea210d3faba3537
639,0261,156,scene-0261-frame-0156,983276f301064142960fc6fbe346952d
640,0262,0,scene-0262-frame-0000,c197fbbd273d4123a9133246988b5917
641,0262,10,scene-0262-frame-0010,8f8c58d364964fae97fd49ecc8e8dfc9
642,0262,20,scene-0262-frame-0020,e800244b5e52458aa3cf4f4b739efdd7
643,0262,32,scene-0262-frame-0032,e36a594bc66d4e9cbf01d446bd718fe1
644,0262,42,scene-0262-frame-0042,5f357597095b4c48b88ec2d1f7236bcc
645,0262,52,scene-0262-frame-0052,579d65ff665f4339a0a85d5f1618730a
646,0262,62,scene-0262-frame-0062,521e1f20879a4b7a81ac8ef206bb5964
647,0262,72,scene-0262-frame-0072,fac92a2dac514665890b4a895863d37e
648,0262,84,scene-0262-frame-0084,fa553e677020459799f51fd6fceb1574
649,0262,94,scene-0262-frame-0094,71ed97940db9404fa1689e209c854530
650,0262,104,scene-0262-frame-0104,af09dc8e910b490eafedf42e658d8686
651,0262,114,scene-0262-frame-0114,b17ec92f76814f33b18bfd4257abed13
652,0262,124,scene-0262-frame-0124,dda4dc78f08a4e429291bd9742393bd5
653,0262,136,scene-0262-frame-0136,2a90983368e3473793ead9b6b7b976d8
654,0262,146,scene-0262-frame-0146,8be0f2b4b9f24b90884451bd2546665d
655,0262,156,scene-0262-frame-0156,01df1e270b7e4195a0bfaa2fb8c65d0e
656,0263,0,scene-0263-frame-0000,7b84069f593f4005bed15b3aa2e1f293
657,0263,10,scene-0263-frame-0010,de6c88b94d934c3db7fd0936f29ebc30
658,0263,20,scene-0263-frame-0020,7926e4c5651c44ca9c3965979ab57008
659,0263,32,scene-0263-frame-0032,3fc2243289664371b5b29724e8433876
660,0263,42,scene-0263-frame-0042,07754ac5233a4f0bbf65d0e4da57b6ca
661,0263,52,scene-0263-frame-0052,cd7f18165eb24eb3ad6ba31cf7b787f1
662,0263,62,scene-0263-frame-0062,8009ac7c2eca4f2f9c0798e9ba682f59
663,0263,72,scene-0263-frame-0072,a6484d031ded429cb94d13c74d509fb1
664,0263,84,scene-0263-frame-0084,21c4add33c7e42b6a805a81bd0b63bdf
665,0263,94,scene-0263-frame-0094,0e7ebf1d50f5461dabe5443fac3ea465
666,0263,104,scene-0263-frame-0104,8359b8b929754c52883b975376fa00b2
667,0263,114,scene-0263-frame-0114,d2fdef160ded47e5a76e939a46f63f86
668,0263,124,scene-0263-frame-0124,9436ccbca9fc47b4a052a6fb1db4f999
669,0263,136,scene-0263-frame-0136,deec40c3eefe4c0ba6bcc96e34bce9e2
670,0263,146,scene-0263-frame-0146,523f5d9275b2469085f5596e46b99566
671,0263,156,scene-0263-frame-0156,3a3ab65cc7414dd79930519174dc2d16
672,0264,0,scene-0264-frame-0000,d6e3fd9de1494b79a3630855b4a3f228
673,0264,10,scene-0264-frame-0010,3863fade50014b44b04e112cdf1ed288
674,0264,20,scene-0264-frame-0020,bacd83a3339e4f359c14d1836cf1bb3c
675,0264,32,scene-0264-frame-0032,a8cec84f262644839a13022b5db58062
676,0264,42,scene-0264-frame-0042,7a734019bad1416ab0c9d061cd44724b
677,0264,52,scene-0264-frame-0052,8a1776825d714d9ea36844b1f371699e
678,0264,62,scene-0264-frame-0062,696210abb7984ef09a26718f6240be93
679,0264,72,scene-0264-frame-0072,29348fda03eb49f1b61ea42196066aa9
680,0264,84,scene-0264-frame-0084,466054ebdfb24f8eaecd2e8a3c522b6b
681,0264,94,scene-0264-frame-0094,b02098ed7e0b437a88aaf11663565758
682,0264,104,scene-0264-frame-0104,944321319c7e41c182af728807cc4107
683,0264,114,scene-0264-frame-0114,a46f61690a0b46c2bf0fdbcb629e2dd0
684,0264,124,scene-0264-frame-0124,5ad80d2088ed4e8185b1b288d3d6f0f1
